X,biking,smoking,heart.disease
258,10.66401365,16.48960773,15.46105499
259,34.63485106,4.922694529,9.26919915
260,37.69318924,26.26625789,9.672068706
261,72.4216794,4.24882653,2.788873179
262,30.16148477,6.61104556,11.73990282
263,67.12140542,8.478482352,5.634226858
264,10.26199991,26.85652362,17.94781479
265,17.52575048,4.763894147,15.75610414
266,66.84001381,0.525849993,4.256902286
267,70.29973941,6.423734252,1.944694488
268,34.22959012,17.76484137,10.49400874
269,42.59486633,26.28574378,9.306469336
270,73.98723683,16.91573909,3.81205415
271,69.31082894,4.65573668,4.860641926
272,38.63665791,18.24800976,10.68965084
273,24.699356,4.603966032,11.38498387
274,55.3702533,17.20385098,7.523325614
275,32.17021364,5.017514886,10.84625325
276,67.7796327,15.19933712,4.37777783
277,16.05772413,19.11188998,14.5753583
278,39.33321683,15.10346921,10.2948233
279,37.66518982,24.97184145,10.22343569
280,28.48024574,17.3199216,10.36000798
281,73.93290953,26.52643414,3.714353677
282,61.31397142,16.80761358,5.876314858
283,67.82219515,26.88265612,3.92884932
284,1.466300638,28.20691042,17.52410405
285,61.92551075,26.3258096,5.502569455
286,25.66500421,23.26153819,12.80901713
287,36.23760756,20.93409277,12.1238385
288,45.45760677,25.75960814,8.428240114
289,49.02295874,3.228095419,8.105494299
290,63.79942818,29.12472419,6.163817723
291,4.470325635,4.355367467,17.86203919
292,47.69586635,28.38785113,9.34691612
293,4.341424458,8.032981073,16.25605439
294,66.97162031,24.21983874,6.366333127
295,34.03264582,13.0622367,10.98870109
296,13.62534649,1.416714102,16.85194536
297,54.82143276,10.62392315,5.432050051
298,18.20556686,15.94760168,14.09415522
299,51.6927011,19.19961735,8.655797782
300,7.480636769,19.43923347,15.49326303
301,47.35522746,15.34578202,7.516785245
302,38.20429037,23.53979173,9.152887084
303,33.74264304,14.08191656,9.927226492
304,40.55501508,2.782864594,9.186236965
305,70.20859615,13.75168932,4.05054768
306,26.15500937,7.442231856,10.47622714
307,17.75172265,3.482402624,14.37551245
308,71.84704392,13.04076907,4.629828603
309,60.02197939,4.286810394,7.785097922
310,60.27038991,8.786154344,6.999241362
311,33.92220534,24.39284918,11.70076368
312,43.30051901,8.285074799,7.350036266
313,22.89158914,2.401162815,12.53867789
314,57.09567058,3.291163787,5.978105532
315,40.12404858,13.96957024,10.41272583
316,37.33253809,12.75164642,10.15932033
317,32.63437345,13.71792085,9.941747618
318,43.9093415,26.06208196,10.63998582
319,15.48999927,19.5430617,15.52523244
320,52.03408119,16.20703893,7.575344707
321,3.960526122,27.47154483,18.12746786
322,61.30389134,15.4111217,4.153520947
323,56.36751173,17.52035717,7.135948711
324,34.53005114,16.78166317,10.30005444
325,70.95055776,3.521173,4.255389472
326,44.57277054,17.15504942,8.762639431
327,9.816417449,18.00270136,16.376412
328,14.24269482,26.72427306,16.19769708
329,15.1373846,3.281282366,14.69133682
330,39.90548903,19.72059434,10.77027577
331,13.73069011,14.21773495,13.77568556
332,51.56368278,23.34504552,6.709966318
333,74.01107992,18.85434692,4.4815117
334,13.93986451,27.2540442,15.29986095
335,36.3748616,25.39549551,8.403442235
336,14.73298878,19.47091916,13.40052448
337,6.178653798,15.54687014,16.26694901
338,8.128955516,5.889358329,16.94520436
339,9.727759175,15.29725381,15.65921989
340,20.22677354,28.17696178,14.29493686
341,46.02084632,18.05213288,9.494154876
342,33.2846189,17.30504,12.74198721
343,19.9090008,19.06057073,13.79003467
344,8.633642753,4.382928912,15.92695982
345,50.89803081,29.82525926,5.810864706
346,1.576451984,9.061273116,17.483356
347,10.38919266,23.69150835,15.05756168
348,28.89631255,24.23758307,10.97063459
349,68.02942518,13.27355939,3.973335216
350,5.471788337,16.08088938,17.62341011
351,48.77785123,27.74549189,5.993481332
352,61.35669116,17.96499713,5.054503502
353,64.17393085,19.03735201,5.037507652
354,2.977160304,3.839764739,16.21193981
355,69.99234155,20.2625714,4.096327739
356,65.96376582,3.506921294,4.975944147
357,19.37455304,6.115318002,13.80739033
358,57.9950695,16.39603026,3.685183469
359,9.661735286,4.350196431,18.34570665
360,24.95399347,23.24413395,12.52426064
361,62.06105246,21.20320559,5.992737737
362,49.88879615,3.861031598,8.038807177
363,69.77619108,20.28664126,4.830133592
364,29.57874217,18.78360058,12.62643188
365,59.86901828,22.88548661,5.56818529
366,19.07148798,27.08817997,14.27893452
367,20.80389396,5.264587626,12.61043588
368,2.633934612,18.34040296,18.03040663
369,39.94408476,14.52775955,9.283994386
370,48.54768015,5.068869117,10.44883024
371,26.33203009,26.68693496,10.80414391
372,15.34719365,22.42625629,14.1782865
373,74.58377912,16.19374076,3.67364944
374,61.53499338,17.0459635,5.956415366
375,19.65133486,1.396261785,13.19583819
376,23.31554645,20.66252438,12.05899396
377,14.70021219,28.30582385,14.91556346
378,13.37770087,29.68480215,15.02009234
379,32.48462601,25.25046379,9.439929724
380,39.2468995,15.3416817,9.918393376
381,8.522309844,29.94674311,16.19133843
382,37.17718651,22.35597186,10.47064856
383,70.70068272,19.05717624,2.566377028
384,68.21273293,15.31783442,4.592878152
385,31.71446331,28.74582141,12.76212049
386,65.2017132,24.20658453,5.172475305
387,64.37691756,29.2571132,3.744867243
388,67.2567548,15.01871177,3.87143465
389,21.53767609,4.760070313,13.75585231
390,63.59672681,12.51539042,4.38874606
391,39.99301029,14.50873525,7.577645315
392,70.57896804,11.21985958,4.529878284
393,54.10132442,25.98212297,6.096848696
394,22.35828829,21.65065753,12.67280453
395,60.58461463,6.472062825,7.139403836
396,61.29624068,4.247900704,4.719673551
397,41.44328424,5.156966528,10.29227365
398,58.43043271,0.734228026,4.803717968
399,71.67031703,0.941558284,3.073797477
400,61.00814942,7.646037891,5.477621431
401,69.67178178,24.96876379,2.657596824
402,19.31320593,29.65714422,13.21789243
403,38.16686548,4.247665574,10.07003553
404,24.76031908,6.512928486,13.43881644
405,12.94955858,27.03405591,13.46909634
406,17.96636327,26.83112306,13.77104283
407,4.158496185,19.65971608,17.62634985
408,50.83796627,20.0001457,7.037251756
409,8.7965723,16.50328201,16.17379438
410,27.42399615,18.23772582,12.73001094
411,5.78273314,6.805712851,16.81439285
412,4.44566782,27.32953676,17.46602522
413,30.12072646,29.34189454,11.5781547
414,29.04791951,29.20279027,11.50078271
415,26.72329248,11.59284447,9.734143514
416,38.11656014,17.0259702,10.01595186
417,45.85985488,2.620965816,8.99748759
418,62.02104941,23.88304993,5.884907904
419,6.057336085,14.2552872,15.93660603
420,4.731341008,24.13597243,18.53539292
421,25.76723351,19.82709859,12.85406823
422,25.90699735,16.16002875,12.66613269
423,71.93057699,19.41636914,4.6487889
424,57.97840631,20.55980912,5.435933082
425,21.82255515,15.50065892,12.90269065
426,15.37193772,23.40661604,17.03479968
427,67.47175871,14.63547239,4.275402029
428,64.48541886,5.878873153,6.492421526
429,35.73666663,9.396022405,9.144223029
430,6.324213819,5.207506621,16.24823223
431,64.03375111,29.55932506,5.327204058
432,66.0155022,13.56836909,4.854252057
433,3.22029087,9.176467145,16.05110383
434,36.32819388,8.248341923,10.48421587
435,29.86657646,2.394273335,10.67404397
436,57.47592493,15.7790716,6.967146672
437,18.12678379,10.75878433,15.17363244
438,31.84730852,22.1871573,9.132113177
439,63.7531046,9.906248517,6.240350337
440,30.51944365,18.14210476,10.38043427
441,74.2058161,9.299096289,3.378291284
442,33.02024659,0.681750417,11.78347154
443,22.53076101,16.33101074,13.01213565
444,2.010307605,1.751719052,16.6525338
445,11.09902165,17.52771219,15.65340581
446,25.30164945,18.11378118,13.0991603
447,33.15713734,17.55650395,11.97961677
448,28.56994124,15.99522599,9.957287715
449,60.03174724,11.36883866,4.109199857
450,18.95114628,13.95462466,15.35512912
451,24.72798178,25.60128419,13.82118767
452,74.90711081,5.695942953,3.219183188
453,10.53012466,14.96038822,16.31653059
454,74.21049447,22.58502,3.839765469
455,36.29053586,25.26791841,7.811531511
456,55.1987769,15.33444872,7.818100616
457,57.0446094,9.684219146,5.855330673
458,68.65890612,22.43068359,4.258528622
459,40.31745819,1.602525385,9.375536273
460,31.41733201,8.18451295,12.31467415
461,71.44041514,12.84494555,3.125640896
462,34.83657946,29.82448068,11.2804408
463,39.34984862,13.60117085,9.472660161
464,73.84816724,0.642044001,1.901942694
465,40.76484765,11.59748027,10.79162934
466,60.63041555,23.78498101,6.367284274
467,74.5087789,22.52064034,4.58746436
468,56.21080604,19.24885055,6.57148245
469,11.65802854,26.73417618,16.50178926
470,6.295050809,19.43519154,18.41997444
471,60.58735507,8.173586815,5.353475491
472,56.15154308,28.35244426,5.19517666
473,74.22199095,26.07824112,2.680950035
474,25.44304721,13.20039889,12.41814806
475,36.36831795,23.69790594,10.6086484
476,25.8876933,8.159023478,14.25596524
477,59.35025258,20.36781542,5.555120818
478,11.88344692,1.142796707,15.70491038
479,4.817058316,27.577835,16.51113962
480,7.582143402,29.64421468,16.20874596
481,54.18100216,5.959648312,7.224520133
482,33.26201487,6.812129683,12.40364754
483,36.08621974,13.78655455,10.63445203
484,55.6639432,14.96321917,7.328051229
485,22.71966061,1.024756328,13.9532756
486,41.17899091,7.575267944,10.41393618
487,22.02189296,19.49925769,12.73894656
488,69.92796251,25.98438987,5.402123878
489,41.64207216,0.533059291,9.026006695
490,70.1944108,16.29280288,3.616408642
491,50.83190803,6.026066127,8.98131738
492,68.88406513,10.54299593,5.277166539
493,21.59923046,7.604329683,12.30750134
494,47.66043959,27.56246378,7.335635478
495,45.09720266,21.38562013,7.360967891
496,8.279743388,6.423719525,16.23125028
497,42.34586343,20.74132754,9.431679459
498,30.77425409,23.61017497,11.9348607
